company_name,department_id
医療法人 成和会,看護学科
医療法人 成和会,視能訓練士学科
医療法人 成和会,言語聴覚士学科
医療法人 新生会　総合病院　高の原中央病院,介護福祉学科
医療法人 新生会　総合病院　高の原中央病院,介護福祉科
医療法人 新生会　総合病院　高の原中央病院,作業療法士学科
医療法人 新生会　総合病院　高の原中央病院,医療科学部 臨床工学科
医療法人 新生会　総合病院　高の原中央病院,理学療法士学科
医療法人 新生会　総合病院　高の原中央病院,看護学科
医療法人 新生会　総合病院　高の原中央病院,臨床工学技士学科
医療法人 新生会　総合病院　高の原中央病院,臨床工学技士専攻科
医療法人 新生会　総合病院　高の原中央病院,臨床工学技士科
"医療法人 明倫会
宮地病院/本山リハビリテーション病院/老人保健施設あずさ",介護福祉学科
"医療法人 明倫会
宮地病院/本山リハビリテーション病院/老人保健施設あずさ",介護福祉科
"医療法人 明倫会
宮地病院/本山リハビリテーション病院/老人保健施設あずさ",作業療法士学科
"医療法人 明倫会
宮地病院/本山リハビリテーション病院/老人保健施設あずさ",理学療法士学科
"医療法人 明倫会
宮地病院/本山リハビリテーション病院/老人保健施設あずさ",言語聴覚士学科
医療法人 晋真会　ベリタス病院,作業療法士学科
医療法人 晋真会　ベリタス病院,医療福祉総合学科
医療法人 晋真会　ベリタス病院,医療秘書
医療法人 晋真会　ベリタス病院,医療総合学科
医療法人 晋真会　ベリタス病院,専攻科
医療法人 晋真会　ベリタス病院,情報学科
医療法人 晋真会　ベリタス病院,理学療法士学科
医療法人 晋真会　ベリタス病院,看護学科
医療法人 晋真会　ベリタス病院,言語聴覚士学科
医療法人 朗源会　おおくま病院,作業療法士学科
医療法人 朗源会　おおくま病院,医療福祉総合学科
医療法人 朗源会　おおくま病院,医療科学部 臨床工学科
医療法人 朗源会　おおくま病院,医療秘書
医療法人 朗源会　おおくま病院,医療総合学科
医療法人 朗源会　おおくま病院,専攻科
医療法人 朗源会　おおくま病院,情報学科
医療法人 朗源会　おおくま病院,看護学科
医療法人 朗源会　おおくま病院,臨床工学技士学科
医療法人 朗源会　おおくま病院,臨床工学技士専攻科
医療法人 朗源会　おおくま病院,臨床工学技士科
"医療法人 橘会
東住吉森本病院・東住吉森本リハビリテーション病院",作業療法士学科
"医療法人 橘会
東住吉森本病院・東住吉森本リハビリテーション病院",医療福祉総合学科
"医療法人 橘会
東住吉森本病院・東住吉森本リハビリテーション病院",医療秘書
"医療法人 橘会
東住吉森本病院・東住吉森本リハビリテーション病院",医療総合学科
"医療法人 橘会
東住吉森本病院・東住吉森本リハビリテーション病院",専攻科
"医療法人 橘会
東住吉森本病院・東住吉森本リハビリテーション病院",情報学科
"医療法人 橘会
東住吉森本病院・東住吉森本リハビリテーション病院",理学療法士学科
"医療法人 橘会
東住吉森本病院・東住吉森本リハビリテーション病院",看護学科
医療法人 正正会 分野病院,作業療法士学科
医療法人 正正会 分野病院,医療心理科
医療法人 正正会 分野病院,社会福祉科
医療法人 正正会 分野病院,精神保健福祉科
"医療法人 清水会
①京都リハビリテーション病院　　②脳神経リハビリ北大路病院",作業療法士学科
"医療法人 清水会
①京都リハビリテーション病院　　②脳神経リハビリ北大路病院",理学療法士学科
"医療法人 清水会
①京都リハビリテーション病院　　②脳神経リハビリ北大路病院",看護学科
"医療法人 清水会
①京都リハビリテーション病院　　②脳神経リハビリ北大路病院",言語聴覚士学科
医療法人 神明会,介護福祉学科
医療法人 神明会,介護福祉科
医療法人 神明会,作業療法士学科
医療法人 神明会,理学療法士学科
医療法人 神明会,看護学科
医療法人 育和会　育和会記念病院,医療福祉総合学科
医療法人 育和会　育和会記念病院,医療秘書
医療法人 育和会　育和会記念病院,医療総合学科
医療法人 育和会　育和会記念病院,専攻科
医療法人 育和会　育和会記念病院,情報学科
医療法人 育和会　育和会記念病院,看護学科
医療法人 興世会　介護老人保健施設　石きり,介護福祉学科
医療法人 興世会　介護老人保健施設　石きり,介護福祉科
医療法人 興世会　介護老人保健施設　石きり,理学療法士学科
医療法人 芙蓉会　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　南草津病院 / ケアタウン南草津,介護福祉学科
医療法人 芙蓉会　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　南草津病院 / ケアタウン南草津,介護福祉科
医療法人 芙蓉会　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　南草津病院 / ケアタウン南草津,作業療法士学科
医療法人 芙蓉会　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　南草津病院 / ケアタウン南草津,医療福祉総合学科
医療法人 芙蓉会　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　南草津病院 / ケアタウン南草津,理学療法士学科
医療法人 芙蓉会　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　南草津病院 / ケアタウン南草津,看護学科
医療法人 藤井会,介護福祉学科
医療法人 藤井会,介護福祉科
医療法人 藤井会,作業療法士学科
医療法人 藤井会,医療科学部 臨床工学科
医療法人 藤井会,理学療法士学科
医療法人 藤井会,看護学科
医療法人 藤井会,臨床工学技士学科
医療法人 藤井会,臨床工学技士専攻科
医療法人 藤井会,臨床工学技士科
医療法人 藤井会,臨床検査技師科
医療法人 藤井会,言語聴覚士学科
医療法人 藤井会,診療放射線技師学科
医療法人 隆星会,介護福祉学科
医療法人 隆星会,介護福祉科
医療法人 隆星会,作業療法士学科
医療法人 隆星会,医療福祉総合学科
医療法人 隆星会,理学療法士学科
医療法人 隆星会,看護学科
医療法人 青松会 河西田村病院                                    介護老人保健施設パインドーム,介護福祉学科
医療法人 青松会 河西田村病院                                    介護老人保健施設パインドーム,介護福祉科
医療法人 青松会 河西田村病院                                    介護老人保健施設パインドーム,作業療法士学科
医療法人 青松会 河西田村病院                                    介護老人保健施設パインドーム,医療福祉総合学科
医療法人 青松会 河西田村病院                                    介護老人保健施設パインドーム,医療秘書
医療法人 青松会 河西田村病院                                    介護老人保健施設パインドーム,医療総合学科
医療法人 青松会 河西田村病院                                    介護老人保健施設パインドーム,専攻科
医療法人 青松会 河西田村病院                                    介護老人保健施設パインドーム,情報学科
医療法人 青松会 河西田村病院                                    介護老人保健施設パインドーム,理学療法士学科
医療法人 青松会 河西田村病院                                    介護老人保健施設パインドーム,看護学科
医療法人 青松会 河西田村病院                                    介護老人保健施設パインドーム,言語聴覚士学科
医療法人 青松会 河西田村病院                                    介護老人保健施設パインドーム,診療放射線技師学科
"医療法人 鴻池会　
介護老人保健施設 鴻池荘/グループホーム琴弾の家",介護福祉学科
"医療法人 鴻池会　
介護老人保健施設 鴻池荘/グループホーム琴弾の家",介護福祉科
"医療法人 鴻池会　
介護老人保健施設 鴻池荘/グループホーム琴弾の家",医療福祉総合学科
"医療法人 鴻池会　
介護老人保健施設 鴻池荘/グループホーム琴弾の家",看護学科
医療法人 鴻池会　秋津鴻池病院,介護福祉学科
医療法人 鴻池会　秋津鴻池病院,介護福祉科
医療法人 鴻池会　秋津鴻池病院,医療福祉総合学科
医療法人 鴻池会　秋津鴻池病院,医療秘書
医療法人 鴻池会　秋津鴻池病院,医療総合学科
医療法人 鴻池会　秋津鴻池病院,専攻科
医療法人 鴻池会　秋津鴻池病院,情報学科
医療法人 鴻池会　秋津鴻池病院,看護学科
医療法人　えいしん会　　　　　　　　　　　　　　　　　　　　　　　　　　　岸和田リハビリテーション病院,作業療法士学科
医療法人　えいしん会　　　　　　　　　　　　　　　　　　　　　　　　　　　岸和田リハビリテーション病院,理学療法士学科
医療法人　えいしん会　　　　　　　　　　　　　　　　　　　　　　　　　　　岸和田リハビリテーション病院,言語聴覚士学科
医療法人　愛幸会　天仁病院　   　　　　　　　　　　　　　　　　　　　 医療法人社団 薫楓会　緑駿病院,作業療法士学科
医療法人　愛幸会　天仁病院　   　　　　　　　　　　　　　　　　　　　 医療法人社団 薫楓会　緑駿病院,理学療法士学科
医療法人　愛幸会　天仁病院　   　　　　　　　　　　　　　　　　　　　 医療法人社団 薫楓会　緑駿病院,看護学科
医療法人　愛幸会　天仁病院　   　　　　　　　　　　　　　　　　　　　 医療法人社団 薫楓会　緑駿病院,言語聴覚士学科
医療法人　明寿会　林原整形外科　　　　　　　　　　　　　株式会社　JOIN,介護福祉学科
医療法人　明寿会　林原整形外科　　　　　　　　　　　　　株式会社　JOIN,介護福祉科
医療法人　明寿会　林原整形外科　　　　　　　　　　　　　株式会社　JOIN,作業療法士学科
医療法人　明寿会　林原整形外科　　　　　　　　　　　　　株式会社　JOIN,柔道整復スポーツトレーナー学科
医療法人　明寿会　林原整形外科　　　　　　　　　　　　　株式会社　JOIN,柔道整復スポーツ学科
医療法人　明寿会　林原整形外科　　　　　　　　　　　　　株式会社　JOIN,柔道整復師学科
医療法人　明寿会　林原整形外科　　　　　　　　　　　　　株式会社　JOIN,理学療法士学科
医療法人　明寿会　林原整形外科　　　　　　　　　　　　　株式会社　JOIN,看護学科
医療法人　明寿会　林原整形外科　　　　　　　　　　　　　株式会社　JOIN,鍼灸スポーツ学科
医療法人　明寿会　林原整形外科　　　　　　　　　　　　　株式会社　JOIN,鍼灸師学科
医療法人　明寿会　林原整形外科　　　　　　　　　　　　　株式会社　JOIN,鍼灸美容学科
医療法人　昭圭会　南芦屋浜病院,作業療法士学科
医療法人　昭圭会　南芦屋浜病院,医療福祉総合学科
医療法人　昭圭会　南芦屋浜病院,医療秘書
医療法人　昭圭会　南芦屋浜病院,医療総合学科
医療法人　昭圭会　南芦屋浜病院,専攻科
医療法人　昭圭会　南芦屋浜病院,情報学科
医療法人　昭圭会　南芦屋浜病院,理学療法士学科
医療法人　昭圭会　南芦屋浜病院,看護学科
医療法人　昭圭会　南芦屋浜病院,言語聴覚士学科
医療法人　篤友会　　　　　　　　　　　　　　　　　　　　　　　　　　　　関西リハビリテーション病院 / 坂本病院,作業療法士学科
医療法人　篤友会　　　　　　　　　　　　　　　　　　　　　　　　　　　　関西リハビリテーション病院 / 坂本病院,理学療法士学科
医療法人　篤友会　　　　　　　　　　　　　　　　　　　　　　　　　　　　関西リハビリテーション病院 / 坂本病院,看護学科
医療法人　篤友会　　　　　　　　　　　　　　　　　　　　　　　　　　　　関西リハビリテーション病院 / 坂本病院,言語聴覚士学科
医療法人・社会福祉法人 大潤会グループ,理学療法士学科
医療法人・社会福祉法人 大潤会グループ,看護学科
"医療法人一祐会
寝屋川・藤本病院グループ",介護福祉学科
"医療法人一祐会
寝屋川・藤本病院グループ",介護福祉科
"医療法人一祐会
寝屋川・藤本病院グループ",作業療法士学科
"医療法人一祐会
寝屋川・藤本病院グループ",医療福祉総合学科
"医療法人一祐会
寝屋川・藤本病院グループ",医療秘書
"医療法人一祐会
寝屋川・藤本病院グループ",医療総合学科
"医療法人一祐会
寝屋川・藤本病院グループ",専攻科
"医療法人一祐会
寝屋川・藤本病院グループ",情報学科
"医療法人一祐会
寝屋川・藤本病院グループ",理学療法士学科
"医療法人一祐会
寝屋川・藤本病院グループ",看護学科
"医療法人一祐会
寝屋川・藤本病院グループ",言語聴覚士学科
医療法人仁風会 牧野病院・社会福祉法人光風会 たちばなの里,介護福祉学科
医療法人仁風会 牧野病院・社会福祉法人光風会 たちばなの里,介護福祉科
医療法人仁風会 牧野病院・社会福祉法人光風会 たちばなの里,医療福祉総合学科
医療法人仁風会 牧野病院・社会福祉法人光風会 たちばなの里,医療秘書
医療法人仁風会 牧野病院・社会福祉法人光風会 たちばなの里,医療総合学科
医療法人仁風会 牧野病院・社会福祉法人光風会 たちばなの里,専攻科
医療法人仁風会 牧野病院・社会福祉法人光風会 たちばなの里,情報学科
医療法人仁風会 牧野病院・社会福祉法人光風会 たちばなの里,看護学科
医療法人仁風会 牧野病院・社会福祉法人光風会 たちばなの里,臨床検査技師科
医療法人春秋会　城山病院,作業療法士学科
医療法人春秋会　城山病院,医療福祉総合学科
医療法人春秋会　城山病院,医療科学部 臨床工学科
医療法人春秋会　城山病院,医療秘書
医療法人春秋会　城山病院,医療総合学科
医療法人春秋会　城山病院,専攻科
医療法人春秋会　城山病院,情報学科
医療法人春秋会　城山病院,理学療法士学科
医療法人春秋会　城山病院,看護学科
医療法人春秋会　城山病院,臨床工学技士学科
医療法人春秋会　城山病院,臨床工学技士専攻科
医療法人春秋会　城山病院,臨床工学技士科
医療法人春秋会　城山病院,臨床検査技師科
医療法人春秋会　城山病院,言語聴覚士学科
医療法人朋愛会　健診・医療部,臨床検査技師科
医療法人社団 兼誠会　つかぐち病院,作業療法士学科
医療法人社団 兼誠会　つかぐち病院,理学療法士学科
医療法人社団 兼誠会　つかぐち病院,看護学科
医療法人社団 創生会,スポーツ科学科
医療法人社団 創生会,介護福祉学科
医療法人社団 創生会,介護福祉科
医療法人社団 創生会,作業療法士学科
医療法人社団 創生会,医療心理科
医療法人社団 創生会,医療福祉総合学科
医療法人社団 創生会,理学療法士学科
医療法人社団 創生会,社会福祉科
医療法人社団 医聖会 八幡中央病院　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　学研都市病院・京都八幡病院,作業療法士学科
医療法人社団 医聖会 八幡中央病院　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　学研都市病院・京都八幡病院,理学療法士学科
医療法人社団 医聖会 八幡中央病院　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　学研都市病院・京都八幡病院,看護学科
医療法人社団 医聖会 八幡中央病院　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　学研都市病院・京都八幡病院,言語聴覚士学科
医療法人社団 十善会　野瀬病院,介護福祉学科
医療法人社団 十善会　野瀬病院,介護福祉科
医療法人社団 十善会　野瀬病院,作業療法士学科
医療法人社団 十善会　野瀬病院,医療福祉総合学科
医療法人社団 十善会　野瀬病院,理学療法士学科
医療法人社団 十善会　野瀬病院,看護学科
医療法人社団 十善会　野瀬病院,言語聴覚士学科
医療法人社団 千春会,作業療法士学科
医療法人社団 千春会,医療福祉総合学科
医療法人社団 千春会,医療秘書
医療法人社団 千春会,医療総合学科
医療法人社団 千春会,専攻科
医療法人社団 千春会,情報学科
医療法人社団 千春会,理学療法士学科
医療法人社団 千春会,看護学科
医療法人社団 千春会,言語聴覚士学科
医療法人社団 敬誠会　合志病院,看護学科
医療法人社団 松下会 白庭病院　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　東生駒病院　/　グランファミリア,介護福祉学科
医療法人社団 松下会 白庭病院　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　東生駒病院　/　グランファミリア,介護福祉科
医療法人社団 松下会 白庭病院　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　東生駒病院　/　グランファミリア,作業療法士学科
医療法人社団 松下会 白庭病院　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　東生駒病院　/　グランファミリア,医療福祉総合学科
医療法人社団 松下会 白庭病院　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　東生駒病院　/　グランファミリア,理学療法士学科
医療法人社団 松下会 白庭病院　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　東生駒病院　/　グランファミリア,看護学科
医療法人社団 松下会 白庭病院　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　東生駒病院　/　グランファミリア,言語聴覚士学科
医療法人社団 洛和会,作業療法士学科
医療法人社団 洛和会,医療科学部 臨床工学科
医療法人社団 洛和会,理学療法士学科
医療法人社団 洛和会,臨床工学技士学科
医療法人社団 洛和会,臨床工学技士専攻科
医療法人社団 洛和会,臨床工学技士科
医療法人社団 洛和会,言語聴覚士学科
医療法人社団 洛和会,診療放射線技師学科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,介護福祉学科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,介護福祉科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,作業療法士学科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,保健保育科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,医療福祉総合学科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,医療科学部 臨床工学科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,医療秘書
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,医療総合学科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,専攻科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,情報学科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,理学療法士学科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,看護学科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,臨床工学技士学科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,臨床工学技士専攻科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,臨床工学技士科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,臨床検査技師科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,言語聴覚士学科
医療法人社団 石鎚会　京都田辺中央病院/京都田辺記念病院/同志社山手病院/やすらぎ保育園/介護老人保健施設やすらぎ苑,診療放射線技師学科
医療法人社団アールアンドオー 　　　　静清リハビリテーション病院/しずおか整形外科病院,作業療法士学科
医療法人社団アールアンドオー 　　　　静清リハビリテーション病院/しずおか整形外科病院,医療福祉総合学科
医療法人社団アールアンドオー 　　　　静清リハビリテーション病院/しずおか整形外科病院,理学療法士学科
医療法人社団アールアンドオー 　　　　静清リハビリテーション病院/しずおか整形外科病院,看護学科
医療法人社団アールアンドオー 　　　　静清リハビリテーション病院/しずおか整形外科病院,言語聴覚士学科
医療法人良秀会　藤井病院・高石藤井病院・泉南藤井病院・泉北藤井病院,介護福祉学科
医療法人良秀会　藤井病院・高石藤井病院・泉南藤井病院・泉北藤井病院,介護福祉科
医療法人良秀会　藤井病院・高石藤井病院・泉南藤井病院・泉北藤井病院,作業療法士学科
医療法人良秀会　藤井病院・高石藤井病院・泉南藤井病院・泉北藤井病院,医療科学部 臨床工学科
医療法人良秀会　藤井病院・高石藤井病院・泉南藤井病院・泉北藤井病院,理学療法士学科
医療法人良秀会　藤井病院・高石藤井病院・泉南藤井病院・泉北藤井病院,看護学科
医療法人良秀会　藤井病院・高石藤井病院・泉南藤井病院・泉北藤井病院,臨床工学技士学科
医療法人良秀会　藤井病院・高石藤井病院・泉南藤井病院・泉北藤井病院,臨床工学技士専攻科
医療法人良秀会　藤井病院・高石藤井病院・泉南藤井病院・泉北藤井病院,臨床工学技士科
医療法人良秀会　藤井病院・高石藤井病院・泉南藤井病院・泉北藤井病院,言語聴覚士学科
医療福祉生活協同組合 おおさか　コープおおさか病院,作業療法士学科
医療福祉生活協同組合 おおさか　コープおおさか病院,医療福祉総合学科
医療福祉生活協同組合 おおさか　コープおおさか病院,医療秘書
医療福祉生活協同組合 おおさか　コープおおさか病院,医療総合学科
医療福祉生活協同組合 おおさか　コープおおさか病院,専攻科
医療福祉生活協同組合 おおさか　コープおおさか病院,情報学科
医療福祉生活協同組合 おおさか　コープおおさか病院,理学療法士学科
医療福祉生活協同組合 おおさか　コープおおさか病院,看護学科
"協和商事株式会社
オーエスドラッグ・オーエス薬局",薬業科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,作業療法士学科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,医療福祉総合学科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,医療科学部 臨床工学科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,医療秘書
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,医療総合学科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,専攻科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,情報学科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,理学療法士学科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,看護学科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,臨床工学技士学科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,臨床工学技士専攻科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,臨床工学技士科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,臨床検査技師科
和泉市立総合医療センター（指定管理者　医療法人徳洲会）,視能訓練士学科
国立病院機構 近畿グループ20病院,作業療法士学科
国立病院機構 近畿グループ20病院,理学療法士学科
国立病院機構 近畿グループ20病院,看護学科
国立病院機構 近畿グループ20病院,言語聴覚士学科
小豆島中央病院,介護福祉学科
小豆島中央病院,介護福祉科
小豆島中央病院,看護学科
小豆島中央病院,臨床検査技師科
尼崎医療生協病院（医療分野）,作業療法士学科
尼崎医療生協病院（医療分野）,医療福祉総合学科
尼崎医療生協病院（医療分野）,医療秘書
尼崎医療生協病院（医療分野）,医療総合学科
尼崎医療生協病院（医療分野）,専攻科
尼崎医療生協病院（医療分野）,情報学科
尼崎医療生協病院（医療分野）,理学療法士学科
尼崎医療生協病院（医療分野）,看護学科
尼崎医療生協病院（医療分野）,言語聴覚士学科
尼崎医療生活協同組合（介護事業部）,介護福祉学科
尼崎医療生活協同組合（介護事業部）,介護福祉科
平成医療福祉グループ【医療部門】,介護福祉学科
平成医療福祉グループ【医療部門】,介護福祉科
平成医療福祉グループ【医療部門】,保健保育科
平成医療福祉グループ【医療部門】,医療福祉総合学科
平成医療福祉グループ【医療部門】,医療秘書
平成医療福祉グループ【医療部門】,医療総合学科
平成医療福祉グループ【医療部門】,専攻科
平成医療福祉グループ【医療部門】,情報学科
平成医療福祉グループ【医療部門】,看護学科
平成医療福祉グループ【医療部門】,臨床検査技師科
平成医療福祉グループ【医療部門】,診療放射線技師学科
平成医療福祉グループ【福祉部門】,介護福祉学科
平成医療福祉グループ【福祉部門】,介護福祉科
平成医療福祉グループ【福祉部門】,医療福祉総合学科
日本セラピー株式会社,柔道整復スポーツトレーナー学科
日本セラピー株式会社,柔道整復スポーツ学科
日本セラピー株式会社,柔道整復師学科
日本セラピー株式会社,鍼灸スポーツ学科
日本セラピー株式会社,鍼灸師学科
日本セラピー株式会社,鍼灸美容学科
有限会社 こじま　のぞみ整骨院グループ,柔道整復スポーツトレーナー学科
有限会社 こじま　のぞみ整骨院グループ,柔道整復スポーツ学科
有限会社 こじま　のぞみ整骨院グループ,柔道整復師学科
有限会社 こじま　のぞみ整骨院グループ,鍼灸スポーツ学科
有限会社 こじま　のぞみ整骨院グループ,鍼灸師学科
有限会社 こじま　のぞみ整骨院グループ,鍼灸美容学科
有限会社 エーケーメディカル,柔道整復スポーツトレーナー学科
有限会社 エーケーメディカル,柔道整復スポーツ学科
有限会社 エーケーメディカル,柔道整復師学科
有限会社 エーケーメディカル,鍼灸スポーツ学科
有限会社 エーケーメディカル,鍼灸師学科
有限会社 エーケーメディカル,鍼灸美容学科
有限会社 スマイルストーリー,柔道整復スポーツトレーナー学科
有限会社 スマイルストーリー,柔道整復スポーツ学科
有限会社 スマイルストーリー,柔道整復師学科
有限会社 スマイルストーリー,鍼灸スポーツ学科
有限会社 スマイルストーリー,鍼灸師学科
有限会社 スマイルストーリー,鍼灸美容学科
有限会社 トータルケアまえいけ　あさひ鍼灸整骨院,柔道整復スポーツトレーナー学科
有限会社 トータルケアまえいけ　あさひ鍼灸整骨院,柔道整復スポーツ学科
有限会社 トータルケアまえいけ　あさひ鍼灸整骨院,柔道整復師学科
有限会社 トータルケアまえいけ　あさひ鍼灸整骨院,鍼灸スポーツ学科
有限会社 トータルケアまえいけ　あさひ鍼灸整骨院,鍼灸師学科
有限会社 トータルケアまえいけ　あさひ鍼灸整骨院,鍼灸美容学科
有限会社 Ｊ－ＲＡＤＩＡＮＣＥ　かがやき整骨院グループ,柔道整復スポーツトレーナー学科
有限会社 Ｊ－ＲＡＤＩＡＮＣＥ　かがやき整骨院グループ,柔道整復スポーツ学科
有限会社 Ｊ－ＲＡＤＩＡＮＣＥ　かがやき整骨院グループ,柔道整復師学科
有限会社 Ｊ－ＲＡＤＩＡＮＣＥ　かがやき整骨院グループ,鍼灸スポーツ学科
有限会社 Ｊ－ＲＡＤＩＡＮＣＥ　かがやき整骨院グループ,鍼灸師学科
有限会社 Ｊ－ＲＡＤＩＡＮＣＥ　かがやき整骨院グループ,鍼灸美容学科
株式会社 ICHINOSHIKI　一野式整骨院グループ,柔道整復スポーツトレーナー学科
株式会社 ICHINOSHIKI　一野式整骨院グループ,柔道整復スポーツ学科
株式会社 ICHINOSHIKI　一野式整骨院グループ,柔道整復師学科
株式会社 ICHINOSHIKI　一野式整骨院グループ,鍼灸スポーツ学科
株式会社 ICHINOSHIKI　一野式整骨院グループ,鍼灸師学科
株式会社 ICHINOSHIKI　一野式整骨院グループ,鍼灸美容学科
株式会社 New Gate　みらい整骨院グループ,柔道整復スポーツトレーナー学科
株式会社 New Gate　みらい整骨院グループ,柔道整復スポーツ学科
株式会社 New Gate　みらい整骨院グループ,柔道整復師学科
株式会社 New Gate　みらい整骨院グループ,理学療法士学科
株式会社 あい・グループ,柔道整復スポーツトレーナー学科
株式会社 あい・グループ,柔道整復スポーツ学科
株式会社 あい・グループ,柔道整復師学科
株式会社 あい・グループ,鍼灸スポーツ学科
株式会社 あい・グループ,鍼灸師学科
株式会社 あい・グループ,鍼灸美容学科
株式会社 あおばＨＤ,柔道整復スポーツトレーナー学科
株式会社 あおばＨＤ,柔道整復スポーツ学科
株式会社 あおばＨＤ,柔道整復師学科
株式会社 あおばＨＤ,鍼灸スポーツ学科
株式会社 あおばＨＤ,鍼灸師学科
株式会社 あおばＨＤ,鍼灸美容学科
株式会社 あっ晴　みなみ鍼灸整骨院グループ,柔道整復スポーツトレーナー学科
株式会社 あっ晴　みなみ鍼灸整骨院グループ,柔道整復スポーツ学科
株式会社 あっ晴　みなみ鍼灸整骨院グループ,柔道整復師学科
株式会社 あっ晴　みなみ鍼灸整骨院グループ,鍼灸スポーツ学科
株式会社 あっ晴　みなみ鍼灸整骨院グループ,鍼灸師学科
